Geo Point;Geo Shape;OBJID;ID;Fusswegtyp;Strassenkategorie;Bemerkung
47.5363954057,7.59819658789;"{""type"": ""LineString"", ""coordinates"": [[7.598545871759532, 47.536345129162974], [7.598433889390379, 47.53634596639108], [7.598328052004005, 47.53634099408368], [7.598260002562963, 47.536337247015375], [7.598171216218582, 47.53634504037941], [7.598103235578193, 47.53636433524325], [7.598050419997258, 47.53639639849604], [7.597993908943647, 47.53645406313783], [7.597965760322992, 47.53652320101912], [7.597965871045462, 47.536560318282305], [7.597999428745989, 47.53659479957027]]}";4053;4053;Strasse;Zone30;
47.5552895376,7.61590799559;"{""type"": ""LineString"", ""coordinates"": [[7.616324907852171, 47.55521579719863], [7.615491083331571, 47.555363277953184]]}";4054;4054;Trottoir;Zone50;
47.5547937248,7.59280351072;"{""type"": ""LineString"", ""coordinates"": [[7.592875974719335, 47.555071922598046], [7.592795413969792, 47.55483373104992], [7.592798975012216, 47.55475566966111], [7.592751098074665, 47.55454073759882], [7.592768137559466, 47.554515712460585]]}";4060;4060;Strasse;Begegnungszone;
47.5544498686,7.59368989212;"{""type"": ""LineString"", ""coordinates"": [[7.592953681721799, 47.55423034728172], [7.593149472620877, 47.55427297899826], [7.59376690844, 47.55447275509954], [7.594365681365075, 47.55466749836128], [7.594411254067075, 47.554705085249935]]}";4062;4062;Trottoir;Zone30;
47.557102051,7.58554839961;"{""type"": ""LineString"", ""coordinates"": [[7.585523335099177, 47.55734116871152], [7.585523860497188, 47.557329305318056], [7.58557419461147, 47.556862988831334]]}";4067;4067;Strasse;Fussgaengerzone;
47.5593382082,7.58744692025;"{""type"": ""LineString"", ""coordinates"": [[7.587308248520227, 47.558684970425766], [7.587278468778011, 47.558697626602246], [7.587186196680642, 47.55902828166641], [7.587203177616277, 47.55910016486484], [7.587342297260865, 47.55934664939097], [7.587366118265568, 47.559388862527], [7.58765965114702, 47.559689966281695], [7.587904123346131, 47.55984048723086], [7.587960040802792, 47.559842825932]]}";4074;4074;Trottoir;Fussgaengerzone;
47.5583813846,7.5873278709;"{""type"": ""LineString"", ""coordinates"": [[7.587195364764139, 47.55856503009458], [7.587424575363169, 47.55824735808259], [7.587460376863201, 47.55819773894662]]}";4075;4075;Trottoir;Fussgaengerzone;
47.554702651,7.58889674803;"{""type"": ""LineString"", ""coordinates"": [[7.589264906224396, 47.554955392186194], [7.589218834235589, 47.55493741027804], [7.588855572450766, 47.55492066502089], [7.588812800622137, 47.55491869654813], [7.588812037306409, 47.55487874733964], [7.588798872515536, 47.55419868459405]]}";4077;4077;Trottoir;Begegnungszone;
47.5540010434,7.5906152049;"{""type"": ""LineString"", ""coordinates"": [[7.591938144286748, 47.55394783613673], [7.591949084223359, 47.553862030424], [7.591881921224381, 47.553836891312216], [7.59077903744196, 47.55395691887315], [7.590471648114852, 47.55400609282629], [7.589626005775425, 47.55414135112556], [7.589201345183865, 47.55422390544627]]}";4079;4079;Trottoir;Zone30;
47.5458955833,7.59468460686;"{""type"": ""LineString"", ""coordinates"": [[7.595814268754315, 47.545518893726296], [7.595382922136763, 47.54567723462648], [7.59536392620994, 47.545645260346326], [7.593759055269653, 47.546216875746836], [7.593552253631664, 47.54631571361026]]}";4084;4084;Fussweg_Park;Fussgaengerzone;
47.5453777454,7.59621587448;"{""type"": ""LineString"", ""coordinates"": [[7.595786838868581, 47.545487290642946], [7.596100359056448, 47.54541392780804], [7.596642345071926, 47.54525834818504]]}";4085;4085;OeV_Station;Fussgaengerzone;
47.5457043751,7.59597624204;"{""type"": ""LineString"", ""coordinates"": [[7.596166980207371, 47.54592028598056], [7.595995442658112, 47.54572759243886], [7.595786838868581, 47.545487290642946]]}";4086;4086;Fussweg_Park;Fussgaengerzone;
47.5601877193,7.58686703302;"{""type"": ""LineString"", ""coordinates"": [[7.586738070581159, 47.560898799761134], [7.58711461657753, 47.5605941441547], [7.586873095365076, 47.5602721795025], [7.586843991728788, 47.56016014573521], [7.586814897041536, 47.55998903217976], [7.58670600335566, 47.559348718470844], [7.586707532083459, 47.559329820712875]]}";4088;4088;Trottoir;Zone30;
47.5328220296,7.60672783109;"{""type"": ""LineString"", ""coordinates"": [[7.607431282473613, 47.5337142841465], [7.606024379701674, 47.5319297751348]]}";4092;4092;Strasse;Zone30;
47.5334061999,7.60629249122;"{""type"": ""LineString"", ""coordinates"": [[7.607189741181114, 47.534749398913405], [7.60578288173477, 47.53298489876122], [7.605985615642999, 47.53197631990037], [7.606024379701674, 47.5319297751348]]}";4093;4093;Strasse;Zone30;
47.5608864596,7.60299388766;"{""type"": ""LineString"", ""coordinates"": [[7.602995884454107, 47.56087041201835], [7.60299189086038, 47.5609025072584]]}";4333;4333;Trottoir;Zone30;
47.5603708602,7.6029588654;"{""type"": ""LineString"", ""coordinates"": [[7.602896883921338, 47.560862259431886], [7.602985639486239, 47.560158177424995], [7.603021027866002, 47.55987948386292]]}";4334;4334;Trottoir;Begegnungszone;
47.561106054,7.61095274935;"{""type"": ""LineString"", ""coordinates"": [[7.610945897506643, 47.561053925321154], [7.610923759010533, 47.56109853097231], [7.610980893521359, 47.56113550058937], [7.611003722405481, 47.56114009857494]]}";4337;4337;Trottoir;Zone30;
47.561657515,7.60952158336;"{""type"": ""LineString"", ""coordinates"": [[7.609452243067182, 47.56177764690806], [7.609590923657971, 47.56153738300084]]}";4339;4339;Fussweg_Park;andere;
47.568008745,7.63294322323;"{""type"": ""LineString"", ""coordinates"": [[7.631907165060674, 47.567530942402605], [7.632064712943698, 47.56757390450327], [7.633506677676002, 47.56829399122799], [7.633666642676394, 47.56837553909612], [7.633988590383715, 47.56846145577925]]}";4340;4340;Fussweg_Park;andere;
47.5677021037,7.63138021614;"{""type"": ""LineString"", ""coordinates"": [[7.631002488058475, 47.56777635918943], [7.631184851946397, 47.567743635392354], [7.631376326114082, 47.56770935830056], [7.631467521824459, 47.5676968589181], [7.631542707476316, 47.56767049071386], [7.631752327977023, 47.5676052985306]]}";4343;4343;Fussweg_Park;andere;
47.5653934627,7.62513134743;"{""type"": ""LineString"", ""coordinates"": [[7.622279055718206, 47.56412071380937], [7.62259714355343, 47.56422149894208], [7.623268805125835, 47.56453536882465], [7.623616121549077, 47.56471389145394], [7.623644367920715, 47.56472805664727], [7.623830911535969, 47.564821618512156], [7.624013822334431, 47.564947913990494], [7.624287948382374, 47.56506789408043], [7.624589502948851, 47.56520326293086], [7.624813259146783, 47.56527083488491], [7.625279055218998, 47.565409024036526], [7.627477072214489, 47.566470695099696], [7.627969058447818, 47.56670832834769]]}";4348;4348;Fussweg_Park;andere;
47.5651737595,7.62257040227;"{""type"": ""LineString"", ""coordinates"": [[7.622561504936322, 47.56513083794804], [7.62259235197798, 47.5651477693518], [7.622550372591714, 47.565208822044674], [7.622560411807465, 47.56522616405645]]}";4349;4349;Strasse;Begegnungszone;
47.564323441,7.6315771716;"{""type"": ""LineString"", ""coordinates"": [[7.62933806807029, 47.56287991458485], [7.629534549893902, 47.562972218911256], [7.63058524291102, 47.56339348395662], [7.631347906959618, 47.56363305777906], [7.63176821189803, 47.56380526550966], [7.632289128869497, 47.564045224955755], [7.6329832782409, 47.56425402650025], [7.633736802760223, 47.56448432729104], [7.63366174892343, 47.564541572178385], [7.633283534088679, 47.56465490553511], [7.632839181284572, 47.56477143285394], [7.632499636415038, 47.56485689953202], [7.632128148158073, 47.56493934245897], [7.631692805432294, 47.56502805979589], [7.631375955541475, 47.56508107216904], [7.631061338302914, 47.56512327852871], [7.630762659467908, 47.565156194200405], [7.630502721551103, 47.56517977273478], [7.630213096686687, 47.56519569192804], [7.62983906785142, 47.56520865521527], [7.629481557739371, 47.56521837945928]]}";4352;4352;Fussweg_Park;andere;
47.5664420937,7.59241809145;"{""type"": ""LineString"", ""coordinates"": [[7.592235042285076, 47.56640962507161], [7.592601140618745, 47.566474562266315]]}";4353;4353;Trottoir;Zone50;
47.5617839534,7.59402364755;"{""type"": ""LineString"", ""coordinates"": [[7.593523712347491, 47.56161658301117], [7.593656152224671, 47.56166890326209], [7.594302213254036, 47.561876444564355], [7.594530442582115, 47.5619286268328]]}";4360;4360;OeV_Station;andere;
47.5588325044,7.59670811951;"{""type"": ""LineString"", ""coordinates"": [[7.596792935278032, 47.55892931920732], [7.596623303751417, 47.558735689497105]]}";4363;4363;Fussweg_Park;andere;
47.5586515744,7.59742052342;"{""type"": ""LineString"", ""coordinates"": [[7.597230326264671, 47.558820772989556], [7.597276545113181, 47.558747510112156], [7.597440947756307, 47.5586207353992], [7.597495288865029, 47.55859369812378], [7.597642550800638, 47.55852040521599]]}";4364;4364;Fussweg_Park;andere;
47.56793437,7.5876036487;"{""type"": ""LineString"", ""coordinates"": [[7.587659065810207, 47.567437500862304], [7.587548231589285, 47.56843123917171]]}";4368;4368;Trottoir;Begegnungszone;
47.5684463372,7.58754654612;"{""type"": ""LineString"", ""coordinates"": [[7.587548231589285, 47.56843123917171], [7.587544860659214, 47.56846143531321]]}";4370;4370;Trottoir;Zone30;
47.5831778462,7.59257778961;"{""type"": ""LineString"", ""coordinates"": [[7.59262142785078, 47.58280690797956], [7.5926660193893, 47.58298480642005], [7.592724222699204, 47.58329155683039], [7.592233299337781, 47.58332468962179]]}";4371;4371;Fussweg_Park;andere;
47.5716748626,7.59046649612;"{""type"": ""LineString"", ""coordinates"": [[7.590807897807288, 47.57166804143862], [7.59012509443347, 47.57168168373089]]}";4375;4375;Trottoir;Zone30;
47.5771371601,7.59052912589;"{""type"": ""LineString"", ""coordinates"": [[7.591359973983922, 47.576989480882396], [7.589698277788911, 47.5772848392282]]}";4378;4378;Trottoir;Zone30;
47.5685828478,7.5911729647;"{""type"": ""LineString"", ""coordinates"": [[7.591853825488303, 47.568587006815825], [7.590492103917707, 47.568578688736864]]}";4380;4380;Trottoir;Zone30;
47.5682163379,7.59222487125;"{""type"": ""LineString"", ""coordinates"": [[7.592233213795351, 47.56784345724369], [7.592216528711599, 47.56858921862651]]}";4384;4384;Trottoir;Begegnungszone;
47.5765323747,7.59119382613;"{""type"": ""LineString"", ""coordinates"": [[7.591027678270192, 47.57607526845186], [7.591359973983922, 47.576989480882396]]}";4387;4387;Trottoir;Zone50;
47.5762644353,7.59014986413;"{""type"": ""LineString"", ""coordinates"": [[7.589272049983374, 47.57645360223668], [7.591027678270192, 47.57607526845186]]}";4388;4388;Trottoir;Zone30;
47.5754143532,7.58948940692;"{""type"": ""LineString"", ""coordinates"": [[7.58916821357996, 47.576370877657354], [7.588978868044075, 47.576030126933034], [7.589044130446863, 47.57579101795755], [7.59003503444574, 47.5747954218975], [7.590189590027705, 47.57449565074618]]}";4389;4389;Trottoir;Zone50;
47.5719219878,7.5972117299;"{""type"": ""LineString"", ""coordinates"": [[7.59787876018678, 47.57203625000613], [7.597649091355799, 47.57204743694592], [7.597454902318334, 47.57203045183238], [7.596561571857388, 47.57170749726076]]}";4395;4395;Trottoir;Zone50;
47.5632704313,7.55689182551;"{""type"": ""LineString"", ""coordinates"": [[7.556967828002933, 47.56332319689582], [7.556815823012635, 47.563217665784805]]}";4402;4402;Trottoir;Zone50;
47.5614931465,7.56654505589;"{""type"": ""LineString"", ""coordinates"": [[7.566508534192051, 47.561509069455774], [7.566581577590939, 47.561477223597464]]}";4403;4403;Trottoir;Zone30;
47.5925485143,7.64529534252;"{""type"": ""LineString"", ""coordinates"": [[7.645005150110327, 47.59251270974591], [7.645130780022654, 47.592551798170426], [7.645293184084685, 47.59257028873417], [7.645496028390873, 47.59254681489553], [7.645583456208787, 47.59250908414204]]}";4408;4408;Trottoir;Zone30;
47.535795556,7.60790788854;"{""type"": ""LineString"", ""coordinates"": [[7.608807978118632, 47.53665455010102], [7.608799617640143, 47.53661077149497], [7.608689654497073, 47.536545187462806], [7.608512035020622, 47.53643681960798], [7.608380951107015, 47.53636555502978], [7.608262364912767, 47.536239949518915], [7.607321532892981, 47.535046480374184], [7.607250130076245, 47.53515806204543], [7.607208772674488, 47.53542682090088]]}";4095;4095;Strasse;Zone30;
47.5355461072,7.60623595703;"{""type"": ""LineString"", ""coordinates"": [[7.606705347229492, 47.535070242748596], [7.606463786278155, 47.53476187874879], [7.606404602611749, 47.53473052169059], [7.606358245873228, 47.53475345073909], [7.606328903266137, 47.534819237741374], [7.605975881507804, 47.536654877591516], [7.605992381560042, 47.536686143313865]]}";4096;4096;Strasse;Zone30;
47.5334162881,7.60568936659;"{""type"": ""LineString"", ""coordinates"": [[7.605641561536139, 47.53372588590965], [7.605670954719729, 47.53345966289497], [7.605741815453253, 47.53315754898727], [7.605779506443374, 47.53312422677011]]}";4102;4102;Strasse;Zone30;
47.53444477,7.60860960604;"{""type"": ""LineString"", ""coordinates"": [[7.610005293080317, 47.53555947097389], [7.609902601506474, 47.535479298405775], [7.609497456846949, 47.535241863623675], [7.609342367834642, 47.53520114233], [7.609191039491534, 47.53515273460734], [7.60901296250352, 47.535012224273835], [7.608671394786938, 47.534564831973356], [7.608421098968782, 47.53429389899724], [7.607692585232148, 47.533378687632805], [7.607639652849515, 47.53337108376786], [7.607605861106694, 47.53344024127365], [7.607538927903652, 47.533788416912024]]}";4103;4103;Strasse;Zone30;
47.5595875037,7.61501151358;"{""type"": ""LineString"", ""coordinates"": [[7.615246821380393, 47.56008258150024], [7.615322953564901, 47.56011818910677], [7.615617550077306, 47.55981761200219], [7.615801200509488, 47.55980161170498], [7.615771020655044, 47.559615856135146], [7.613768332112239, 47.559295884309556]]}";4111;4111;Trottoir;Zone30;
47.5664407859,7.60754887884;"{""type"": ""LineString"", ""coordinates"": [[7.607238227020947, 47.56681461815599], [7.607366512548748, 47.56664578245308], [7.607547470035238, 47.56643828723619], [7.607595912759892, 47.56640248499015], [7.60776418659122, 47.56618928781107], [7.607856704415605, 47.566064806451266]]}";4114;4114;OeV_Station;Zone50;
47.5735696086,7.60370521456;"{""type"": ""LineString"", ""coordinates"": [[7.602639378202144, 47.57383932085863], [7.603150032537648, 47.57369710346153], [7.604494310009966, 47.57335218777277], [7.604528093560542, 47.57335213968071], [7.604557699706279, 47.57336353749253], [7.604665723197112, 47.573461999360816], [7.604691200974582, 47.57350483594277], [7.604693416410141, 47.573537704696676]]}";4117;4117;Trottoir;Zone50;
47.5729340554,7.60816080527;"{""type"": ""LineString"", ""coordinates"": [[7.611645153240278, 47.572723571653285], [7.611611674702692, 47.57269869986102], [7.611560982085716, 47.57269734512421], [7.611472363462963, 47.57272176858551], [7.611286678191032, 47.57277206681426], [7.610982762257911, 47.57283826068032], [7.610803360109384, 47.572871397875325], [7.610575378598991, 47.57290746649214], [7.610298834967674, 47.57294360622596], [7.609969434968534, 47.572966953079685], [7.609716052909177, 47.572981625401994], [7.609447846802402, 47.57298629993913], [7.609126793627274, 47.57297676922999], [7.608885980913719, 47.57296140041889], [7.60857120816039, 47.57293327803775], [7.608328237209301, 47.572903611255086], [7.608108497521652, 47.57287391916678], [7.607935256251284, 47.57285559007882], [7.60771767084999, 47.572838755089734], [7.607510673776102, 47.572829054325716], [7.607257224175629, 47.572826561416285], [7.60701014076244, 47.57282834874082], [7.606693409731008, 47.572848816972524], [7.606518168343253, 47.57286622056382], [7.606239518003474, 47.57290520463835], [7.606074891364215, 47.57294260323838], [7.605838538817167, 47.57300154549759], [7.605682368415482, 47.573036071410954], [7.605578963618231, 47.5730633715454], [7.605384819069282, 47.573113672418295], [7.605152686754922, 47.5731711682434], [7.604895258775785, 47.573248719637725], [7.604690605007279, 47.57331332529992]]}";4118;4118;Trottoir;Zone50;
