Geo Point,Geo Shape,OBJID,ID,Strassenkategorie,Bewertung,Bemerkung,Tram,Konfliktgrün,Lichtsignalanlage,Vortritt-Typ,lat,long
"47.5530181524,7.57713952068","{""type"": ""LineString"", ""coordinates"": [[7.577243530307003, 47.55292609028908], [7.577035511061671, 47.5531102144433]]}",1934,1934,Zone50,0.3,,Ja,Ja,Ja,Fussgaengerstreifen,47.5530181524,7.57713952068
"47.55561295,7.57589165226","{""type"": ""LineString"", ""coordinates"": [[7.575881980867482, 47.555543358832985], [7.575901323657773, 47.55568254109539]]}",1941,1941,Zone50,0.1,,Ja,Nein,Ja,Fussgaengerstreifen,47.55561295,7.57589165226
"47.555696963,7.57547619597","{""type"": ""LineString"", ""coordinates"": [[7.575456995718593, 47.55578686888872], [7.575495396219864, 47.55560705706946]]}",1943,1943,Zone50,0.3,,Ja,Ja,Ja,Fussgaengerstreifen,47.555696963,7.57547619597
"47.5562989911,7.57226381921","{""type"": ""LineString"", ""coordinates"": [[7.572332757102482, 47.55627928330133], [7.572194881318927, 47.55631869888534]]}",1964,1964,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5562989911,7.57226381921
"47.5561952292,7.57273899569","{""type"": ""LineString"", ""coordinates"": [[7.572700784291654, 47.556202710971576], [7.572777207093122, 47.55618774747803]]}",1966,1966,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5561952292,7.57273899569
"47.5557158022,7.57499850091","{""type"": ""LineString"", ""coordinates"": [[7.5749493112129, 47.55572656678696], [7.575047690616978, 47.555705037682195]]}",1970,1970,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5557158022,7.57499850091
"47.5350015434,7.59236450359","{""type"": ""LineString"", ""coordinates"": [[7.592315336096439, 47.53503059980581], [7.592413671092686, 47.53497248698251]]}",1976,1976,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5350015434,7.59236450359
"47.5366895501,7.59163307435","{""type"": ""LineString"", ""coordinates"": [[7.591650407818961, 47.53672957669994], [7.591615740873506, 47.5366495234575]]}",1988,1988,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5366895501,7.59163307435
"47.539272582,7.59123828307","{""type"": ""LineString"", ""coordinates"": [[7.59123790051628, 47.539217702378764], [7.591238665617855, 47.53932746159358]]}",1992,1992,Zone30,0.1,Übergang zwischen Tempo 30 und Begegnungszone,Nein,Nein,Nein,ohne,47.539272582,7.59123828307
"47.5381193146,7.59099957647","{""type"": ""LineString"", ""coordinates"": [[7.591051989555991, 47.53819549548149], [7.590947163386845, 47.53804313380195]]}",1993,1993,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5381193146,7.59099957647
"47.5321751731,7.59012526292","{""type"": ""LineString"", ""coordinates"": [[7.590164164680949, 47.53214881565006], [7.590086361164114, 47.532201530627816]]}",1998,1998,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5321751731,7.59012526292
"47.527895218,7.59364820466","{""type"": ""LineString"", ""coordinates"": [[7.593691362398401, 47.52786371819051], [7.593605046919128, 47.5279267179071]]}",2011,2011,Zone30,0.1,,Nein,Nein,Nein,ohne,47.527895218,7.59364820466
"47.5279158046,7.59209995965","{""type"": ""LineString"", ""coordinates"": [[7.592051504994602, 47.52792729056569], [7.59214841429917, 47.52790431856394]]}",2013,2013,Zone30,0.1,Übergang zwischen Tempo 30 und Begegnungszone,Nein,Nein,Nein,ohne,47.5279158046,7.59209995965
"47.5267810813,7.59290932109","{""type"": ""LineString"", ""coordinates"": [[7.592851333203101, 47.52677401698445], [7.592967308969495, 47.526788145568915]]}",2017,2017,Zone30,0.1,Übergang zwischen Tempo 30 und Begegnungszone,Nein,Nein,Nein,ohne,47.5267810813,7.59290932109
"47.5256053746,7.59079097351","{""type"": ""LineString"", ""coordinates"": [[7.590784403021479, 47.525638808740794], [7.590797543990043, 47.52557194041107]]}",2027,2027,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5256053746,7.59079097351
"47.52797893,7.58955473932","{""type"": ""LineString"", ""coordinates"": [[7.589604139464129, 47.52793762029203], [7.589505339181861, 47.528020239662496]]}",2031,2031,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.52797893,7.58955473932
"47.5302823881,7.58876751417","{""type"": ""LineString"", ""coordinates"": [[7.588761040140657, 47.5302302817521], [7.588773988207328, 47.53033449442551]]}",2036,2036,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5302823881,7.58876751417
"47.5320600251,7.58785006935","{""type"": ""LineString"", ""coordinates"": [[7.587779215023182, 47.53201973815189], [7.587920923669969, 47.53210031210308]]}",2041,2041,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5320600251,7.58785006935
"47.5329197678,7.5857018012","{""type"": ""LineString"", ""coordinates"": [[7.585677655182558, 47.53288978142139], [7.585725947219832, 47.532949754146266]]}",2049,2049,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5329197678,7.5857018012
"47.5329920455,7.58455086812","{""type"": ""LineString"", ""coordinates"": [[7.584508221692896, 47.53300515786367], [7.584593514546881, 47.53297893303859]]}",2059,2059,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5329920455,7.58455086812
"47.5344007825,7.58567329327","{""type"": ""LineString"", ""coordinates"": [[7.585685707934526, 47.534445708843165], [7.585660878604843, 47.534355856091786]]}",2069,2069,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5344007825,7.58567329327
"47.5344637612,7.58563441532","{""type"": ""LineString"", ""coordinates"": [[7.585583122700688, 47.534481813475146], [7.585685707934526, 47.534445708843165]]}",2070,2070,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5344637612,7.58563441532
"47.535155367,7.58607194253","{""type"": ""LineString"", ""coordinates"": [[7.586027630772173, 47.5351694758729], [7.58611625429462, 47.53514125810596]]}",2074,2074,Zone30,0.1,,Nein,Nein,Nein,ohne,47.535155367,7.58607194253
"47.5360629517,7.58677219668","{""type"": ""LineString"", ""coordinates"": [[7.586717789219303, 47.535980642130255], [7.586826604143655, 47.536145261205]]}",2078,2078,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5360629517,7.58677219668
"47.5381163773,7.58849339175","{""type"": ""LineString"", ""coordinates"": [[7.588424701039753, 47.538133158157706], [7.588562082456323, 47.538099596505106]]}",2084,2084,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5381163773,7.58849339175
"47.530069812,7.59433271782","{""type"": ""LineString"", ""coordinates"": [[7.594320357467092, 47.5300251831871], [7.594345078181161, 47.530114440787294]]}",2097,2097,Zone30,0.1,,Nein,Nein,Nein,ohne,47.530069812,7.59433271782
"47.5291658565,7.59206561147","{""type"": ""LineString"", ""coordinates"": [[7.592027738213301, 47.529190891236986], [7.592103484728099, 47.529140821784495]]}",2107,2107,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5291658565,7.59206561147
"47.5301516512,7.59208952328","{""type"": ""LineString"", ""coordinates"": [[7.59214011358994, 47.53015020401106], [7.592038932971465, 47.53015309840906]]}",2110,2110,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5301516512,7.59208952328
"47.5301391802,7.59308724727","{""type"": ""LineString"", ""coordinates"": [[7.593108852294812, 47.53010224539239], [7.593065642249502, 47.530176114967645]]}",2113,2113,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5301391802,7.59308724727
"47.531119498,7.59321556045","{""type"": ""LineString"", ""coordinates"": [[7.593161152739703, 47.53112830771452], [7.593269968166538, 47.53111068831947]]}",2118,2118,Zone30,0.1,,Nein,Nein,Nein,ohne,47.531119498,7.59321556045
"47.5331394947,7.59041148795","{""type"": ""LineString"", ""coordinates"": [[7.590355207161061, 47.53317704527095], [7.590467768729512, 47.533101944213314]]}",2120,2120,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5331394947,7.59041148795
"47.5363466573,7.59802483193","{""type"": ""LineString"", ""coordinates"": [[7.59794642827426, 47.536328979352675], [7.598103235578193, 47.53636433524325]]}",2141,2141,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5363466573,7.59802483193
"47.5361049198,7.59416095553","{""type"": ""LineString"", ""coordinates"": [[7.594089899059441, 47.53611958914327], [7.594232011994502, 47.536090250492954]]}",2153,2153,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5361049198,7.59416095553
"47.5332601692,7.59467943829","{""type"": ""LineString"", ""coordinates"": [[7.594720065476116, 47.53322033067939], [7.594638811113465, 47.53330000777386]]}",2155,2155,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5332601692,7.59467943829
"47.531532611,7.59420179984","{""type"": ""LineString"", ""coordinates"": [[7.594261073715413, 47.53152341662625], [7.594142525962381, 47.53154180542426]]}",2158,2158,Zone30,0.1,,Nein,Nein,Nein,ohne,47.531532611,7.59420179984
"47.5546371041,7.59751669104","{""type"": ""LineString"", ""coordinates"": [[7.597528748748048, 47.554612916925706], [7.597504633340095, 47.5546612911769]]}",2170,2170,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5546371041,7.59751669104
"47.5460155831,7.59642345087","{""type"": ""LineString"", ""coordinates"": [[7.596355189744496, 47.54594209304565], [7.596491711998726, 47.546089073193805]]}",2179,2179,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5460155831,7.59642345087
"47.5554277037,7.59608199444","{""type"": ""LineString"", ""coordinates"": [[7.596096542148733, 47.555450181917095], [7.59606744673439, 47.55540522555235]]}",2180,2180,Zone30,0.1,"Sackgasse, nur Parkplatz",Nein,Nein,Nein,ohne,47.5554277037,7.59608199444
"47.5367766031,7.6069375321","{""type"": ""LineString"", ""coordinates"": [[7.606801412903082, 47.536759203492856], [7.607073651295489, 47.53679400272223]]}",2181,2181,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5367766031,7.6069375321
"47.5366811155,7.60593000475","{""type"": ""LineString"", ""coordinates"": [[7.605867627947051, 47.536676087611724], [7.605992381560042, 47.536686143313865]]}",2183,2183,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5366811155,7.60593000475
"47.5365890756,7.6026437841","{""type"": ""LineString"", ""coordinates"": [[7.602676811403784, 47.53661203072517], [7.602610756797898, 47.536566120462375]]}",2186,2186,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5365890756,7.6026437841
"47.5282973189,7.59667601","{""type"": ""LineString"", ""coordinates"": [[7.596722898311569, 47.52829297419345], [7.596629121690387, 47.528301663577615]]}",2193,2193,Zone30,0.1,Tempo 30 und Fussgängerstreifen,Nein,Nein,Nein,ohne,47.5282973189,7.59667601
"47.5320519533,7.60325393837","{""type"": ""LineString"", ""coordinates"": [[7.603231735470597, 47.53206736865986], [7.603276141270984, 47.532036538034646]]}",2201,2201,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5320519533,7.60325393837
"47.5302760275,7.60095868048","{""type"": ""LineString"", ""coordinates"": [[7.600892333410454, 47.53029467871959], [7.601025027539749, 47.53025737624232]]}",2207,2207,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5302760275,7.60095868048
"47.5354413221,7.60442231196","{""type"": ""LineString"", ""coordinates"": [[7.604373582229491, 47.53542759043924], [7.604471041690652, 47.5354550536657]]}",2216,2216,andere,0.3,,Ja,Nein,Nein,ohne,47.5354413221,7.60442231196
"47.5346183321,7.60191952865","{""type"": ""LineString"", ""coordinates"": [[7.601816935239882, 47.53460047038245], [7.60202212206252, 47.5346361938745]]}",2217,2217,andere,0.3,,Ja,Nein,Nein,ohne,47.5346183321,7.60191952865
"47.5318921545,7.6059802591","{""type"": ""LineString"", ""coordinates"": [[7.605936138500328, 47.53185453378119], [7.606024379701674, 47.5319297751348]]}",2223,2223,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5318921545,7.6059802591
"47.5346525775,7.60636359987","{""type"": ""LineString"", ""coordinates"": [[7.606322597130143, 47.53457463322495], [7.606404602611749, 47.53473052169059]]}",2226,2226,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5346525775,7.60636359987
"47.5347542848,7.60726892193","{""type"": ""LineString"", ""coordinates"": [[7.607189741181114, 47.534749398913405], [7.607348102684038, 47.534759170656464]]}",2228,2228,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5347542848,7.60726892193
"47.534985029,7.60731922714","{""type"": ""LineString"", ""coordinates"": [[7.607321532892981, 47.535046480374184], [7.607316921396504, 47.534923577680026]]}",2229,2229,Zone30,0.1,,Nein,Nein,Nein,ohne,47.534985029,7.60731922714
"47.5594546666,7.58269514997","{""type"": ""LineString"", ""coordinates"": [[7.582629175674913, 47.55946485256312], [7.582761124272099, 47.559444480636465]]}",2237,2237,Zone30,0.1,Wenig Verkehr,Nein,Nein,Nein,ohne,47.5594546666,7.58269514997
"47.5600809152,7.58029663155","{""type"": ""LineString"", ""coordinates"": [[7.580268456483458, 47.560025696494534], [7.58032480661838, 47.56013613389154]]}",2238,2238,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5600809152,7.58029663155
"47.5598045664,7.580713224","{""type"": ""LineString"", ""coordinates"": [[7.580777211043381, 47.55978624916573], [7.580649236961889, 47.5598228836307]]}",2239,2239,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5598045664,7.580713224
"47.5582609088,7.58122662511","{""type"": ""LineString"", ""coordinates"": [[7.581206425813439, 47.55822209413977], [7.581246824409346, 47.55829972355908]]}",2240,2240,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5582609088,7.58122662511
"47.5580784101,7.58100405636","{""type"": ""LineString"", ""coordinates"": [[7.580806828233092, 47.55806896918181], [7.581201284493685, 47.5580878510535]]}",2242,2242,Zone50,0.5,Konfliktgrün,Nein,Ja,Ja,Fussgaengerstreifen,47.5580784101,7.58100405636
"47.5606612312,7.58720408531","{""type"": ""LineString"", ""coordinates"": [[7.587089653283298, 47.560614339869694], [7.587318517338138, 47.56070812251294]]}",2248,2248,Zone30,0.3,,Ja,Nein,Nein,Fussgaengerstreifen,47.5606612312,7.58720408531
"47.5592017856,7.58444590147","{""type"": ""LineString"", ""coordinates"": [[7.584360773628361, 47.5592138627576], [7.58453102931643, 47.55918970852745]]}",2253,2253,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5592017856,7.58444590147
"47.5570927529,7.58395531428","{""type"": ""LineString"", ""coordinates"": [[7.58395356492523, 47.557045533447706], [7.583957063634926, 47.55713997226267]]}",2257,2257,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5570927529,7.58395531428
"47.5637392308,7.56995432171","{""type"": ""LineString"", ""coordinates"": [[7.569902158274123, 47.563765366755376], [7.570006485142033, 47.563713094831414]]}",2264,2264,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5637392308,7.56995432171
"47.5767166899,7.57031596876","{""type"": ""LineString"", ""coordinates"": [[7.570170298518061, 47.57675424994763], [7.570461639007604, 47.57667912991061]]}",2266,2266,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5767166899,7.57031596876
"47.5747144118,7.56320800885","{""type"": ""LineString"", ""coordinates"": [[7.563112955695351, 47.57475750741217], [7.563303062005415, 47.57467131608951]]}",2271,2271,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5747144118,7.56320800885
"47.5738211507,7.56464152677","{""type"": ""LineString"", ""coordinates"": [[7.564512030013452, 47.5738679631671], [7.5647710235334, 47.57377433827785]]}",2272,2272,Zone30,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5738211507,7.56464152677
"47.5737705958,7.56520001228","{""type"": ""LineString"", ""coordinates"": [[7.565140445314643, 47.573697681168845], [7.565259579252548, 47.57384351033502]]}",2273,2273,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5737705958,7.56520001228
"47.5734732528,7.56408636509","{""type"": ""LineString"", ""coordinates"": [[7.56403110781866, 47.57343791758287], [7.564141622368227, 47.573508588036724]]}",2275,2275,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5734732528,7.56408636509
"47.5673885111,7.56613375681","{""type"": ""LineString"", ""coordinates"": [[7.566014741645239, 47.56742685528653], [7.566252771966467, 47.56735016684558]]}",2286,2286,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.5673885111,7.56613375681
"47.5672786969,7.56349757413","{""type"": ""LineString"", ""coordinates"": [[7.563554544075168, 47.567248003395385], [7.563440604188933, 47.56730939031777]]}",2288,2288,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5672786969,7.56349757413
"47.5676498524,7.56538832899","{""type"": ""LineString"", ""coordinates"": [[7.565348858748195, 47.56767397133752], [7.565427799240487, 47.567625733375365]]}",2289,2289,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5676498524,7.56538832899
"47.5649519442,7.57585240962","{""type"": ""LineString"", ""coordinates"": [[7.575821419573667, 47.56496142858242], [7.575883399673724, 47.56494245989904]]}",2293,2293,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5649519442,7.57585240962
"47.5648113576,7.57456321352","{""type"": ""LineString"", ""coordinates"": [[7.574510397523466, 47.564786821326436], [7.574616029508324, 47.56483589380683]]}",2297,2297,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5648113576,7.57456321352
"47.5637734245,7.57700401979","{""type"": ""LineString"", ""coordinates"": [[7.576956281814432, 47.5637368992517], [7.577051757773484, 47.563809949806455]]}",2301,2301,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5637734245,7.57700401979
"47.5639886756,7.58204396821","{""type"": ""LineString"", ""coordinates"": [[7.582105610118623, 47.564025635868454], [7.581982326301036, 47.563951715298984]]}",2303,2303,Zone50,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5639886756,7.58204396821
"47.5625866189,7.58032982397","{""type"": ""LineString"", ""coordinates"": [[7.58035216893864, 47.562557326215455], [7.580307479004622, 47.56261591160126]]}",2304,2304,Zone30,0.1,Tempo 30,Nein,Nein,Nein,ohne,47.5625866189,7.58032982397
"47.5612512102,7.58036631656","{""type"": ""LineString"", ""coordinates"": [[7.580346168684065, 47.5612019176374], [7.580386464442944, 47.56130050276118]]}",2305,2305,Zone30,0.1,Übergang zwischen Tempo 30 und Tempo 50,Nein,Nein,Nein,ohne,47.5612512102,7.58036631656
"47.5615176967,7.57824283348","{""type"": ""LineString"", ""coordinates"": [[7.578201297182301, 47.561555681941904], [7.578284369769507, 47.561479711509186]]}",2308,2308,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5615176967,7.57824283348
"47.5615253835,7.57815877864","{""type"": ""LineString"", ""coordinates"": [[7.578116260099625, 47.56149508508478], [7.578201297182301, 47.561555681941904]]}",2309,2309,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5615253835,7.57815877864
"47.5619933911,7.57903794918","{""type"": ""LineString"", ""coordinates"": [[7.578993423135, 47.56195794654221], [7.579082475225079, 47.562028835715395]]}",2310,2310,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5619933911,7.57903794918
"47.5609233504,7.57049937625","{""type"": ""LineString"", ""coordinates"": [[7.5704407314075, 47.56086855049284], [7.570558021097014, 47.56097815026539]]}",2340,2340,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5609233504,7.57049937625
"47.5619138893,7.569542654","{""type"": ""LineString"", ""coordinates"": [[7.569513526211088, 47.56188595599441], [7.569571781797325, 47.5619418225374]]}",2341,2341,andere,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5619138893,7.569542654
"47.5625240117,7.57001652462","{""type"": ""LineString"", ""coordinates"": [[7.569904669311303, 47.5625802538803], [7.570128379921719, 47.562467769455004]]}",2342,2342,Zone50,0.1,Zone 30 zu Schulzeiten,Nein,Nein,Nein,Fussgaengerstreifen,47.5625240117,7.57001652462
